tourism_id,tourism_name,tourism_description,category,city,price,rating,tourism_location,tourism_image,tourism_gmaps
tfy27sa0begarbxmjbpicmthh8yhx5f2e57phfbom2hy2z79kyz6dmn,Curug Luhur Waterfall,"Sekitaran Bandung banyak sekali curug dari yang kekinian, terlupakan, kurang terdengar sampai baru dengar. Salah satunya adalah curug Luhur Cibodas di daerah Maribaya Lembang di sekitar area ini ada 3 curug, penduduk lokal menyebutnya curug Cibodas pernah disebut juga curug Keraton .. tapi sekarang lebih dikenal curug Luhur, selain yang ini ada juga curug Lalay yang tidak terlalu tinggi dan satu lagi curug yang paling tinggi diarea sini yaitu curug Luhur .. posisinya lebih kedalam lagi sekitar 3 km dari pos masuk, masih jarang orang yang kesana",ctgryla6bw54fikev61qdftdgpxbkctfry089,Bandung,"45,000.00",4.2,"5PW6+3VR, Jl. Barukisu Kp. Gandok, Suntenjaya, Kec. Lembang, Kabupaten Bandung Barat, Jawa Barat 40391",https://asset-2.tstatic.net/priangan/foto/bank/images/curug-luhur-pangandaran.jpg,https://www.google.com/maps/search/Curug+Luhur+Waterfall
tfy9u4hv95xjqqpsidi3ccnprl3d8xlm0knx4jsjas87reqgj1jrnmn,Curug Malela,"Curug Malela adalah air terjun yang terletak di Kabupaten Bogor, Jawa Barat, Indonesia. Air terjun ini menawarkan pemandangan yang memukau dengan air yang jatuh dari ketinggian dan ditambah dengan latar belakang hutan yang hijau. Suasana sejuk dan alami membuat Curug Malela menjadi tempat yang cocok untuk bersantai dan menikmati keindahan alam. Pengunjung dapat berjalan menyusuri aliran sungai menuju air terjun dan merasakan keindahan alam yang menyejukkan.",ctgryla6bw54fikev61qdftdgpxbkctfry089,Bandung,"5,500.00",4.5,"Sindangjaya, Kec. Gununghalu, Kabupaten Bandung Barat, Jawa Barat",https://www.blibli.com/friends-backend/wp-content/uploads/2023/08/B800141-Cover-Wisata-Curug-Malela.jpg,https://www.google.com/maps/search/Curug+Malela
tfyzxds9419lva18ol56t7bg9v1104kotenny13xepj8wycwz86u3mn,Curug Tilu Leuwi Opat,"Curug Tilu Leuwi Opat adalah air terjun yang terletak di Kabupaten Bandung, Jawa Barat, Indonesia. Air terjun ini menawarkan keindahan alam yang spektakuler dengan tiga tingkatan air terjun yang mengalir mempesona. Pengunjung dapat menikmati pemandangan yang menakjubkan, suara gemuruh air terjun, dan segarnya air yang jatuh. Curug Tilu Leuwi Opat juga dikelilingi oleh hutan hijau yang memperkaya pengalaman alam. Tempat ini merupakan pilihan yang ideal bagi wisatawan yang ingin menikmati keindahan alam dan suasana yang tenang.",ctgryla6bw54fikev61qdftdgpxbkctfry089,Bandung,"10,000.00",4.4,"6H5J+MRR, Ciwangun Indah Cp, Cihanjuang Rahayu, Parongpong, West Bandung Regency, West Java 40559",https://assets.pikiran-rakyat.com/crop/0x0:0x0/703x0/webp/photo/2022/06/11/409054320.jpeg,https://www.google.com/maps/search/Curug+Tilu+Leuwi+Opat
tfyll4ai2g1iucu2ybzf3bfckw6cdj0wgi49msk63326v05gzy924mn,Desa Wisata Kampung Cai Ranca Upas,"Desa ini menawarkan suasana pedesaan yang alami dan keindahan alam yang memukau, dengan pemandangan sawah, perkebunan teh, dan udara segar yang menyejukkan.",ctgryeu9qus02crsy52mxao1xqciihtfry089,Bandung,"10,000.00",4.7,"Desa Alam Endah, Kecamatan Ranca Upas, Bandung, Jawa Barat",https://i0.wp.com/www.itrip.id/wp-content/uploads/2020/04/Kampung-Cai-Ranca-Upas-Bandung.jpg?resize=750%2C450&ssl=1,https://www.google.com/maps/search/Desa+Wisata+Kampung+Cai+Ranca+Upas
tfyzg0lk7ze71ah55wwfludrdt6e640caqfmqow88novbyitgkx3wmn,Gua Pawon,"Gua Pawon adalah sebuah gua alami dan situs purbakala yang terletak di Desa Gunung Masigit, Kecamatan Cipatat, Padalarang, Kabupaten Bandung Barat, atau sekitar 25 km arah barat Kota Bandung. Merupakan sebuah tempat yang penting bagi orang Sunda karena di sanalah tempat berkumpulnya sesepuh Sunda yang sekarang menduduki bagian barat pulau Jawa. Di sana pernah ditemukan kerangka manusia purba yang konon adalah nenek moyang orang Sunda (masih diteliti di balai Arkeolog Bandung).",ctgryla6bw54fikev61qdftdgpxbkctfry089,Bandung,"10,000.00",4.5,"Kp. Cibukur, Gunungmasigit, Kec. Cipatat, Kabupaten Bandung Barat, Jawa Barat 40554",https://img.okezone.com/content/2021/08/21/408/2458910/menguak-misteri-gua-pawon-jejak-manusia-purba-hingga-legenda-sangkuriang-8CWwN6Siml.jpg,https://www.google.com/maps/search/Gua+Pawon
tfyiefdh727sa0begarbxmjbpicmthh8yhx5f2e57phfbom2hy2z7mn,Gunung Lalakon,"Gunung Lalakon adalah gunung yang terletak di Kabupaten Garut, Jawa Barat, Indonesia. Gunung ini memiliki pemandangan alam yang memukau dengan hutan yang hijau dan udara yang segar. Pendakian ke puncak Gunung Lalakon menawarkan pengalaman petualangan yang menantang dengan jalur yang menanjak. Dari puncaknya, pengunjung dapat menikmati panorama yang memukau termasuk lembah dan gunung-gunung di sekitarnya. Gunung Lalakon cocok untuk para pendaki yang ingin mengeksplorasi keindahan alam dan menikmati kegiatan outdoor.",ctgryla6bw54fikev61qdftdgpxbkctfry089,Bandung,"0,00",4.8,"Situwangi, Cihampelas, West Bandung Regency, West Java",https://img.okezone.com/content/2012/02/13/447/574438/PAqH7DhX10.jpg,https://www.google.com/maps/search/Gunung+Lalakon
tfy9kyz6d9u4hv95xjqqpsidi3ccnprl3d8xlm0knx4jsjas87reqmn,Gunung Manglayang,"Gunung Manglayang adalah gunung yang terletak di Kabupaten Bandung, Jawa Barat, Indonesia. Dengan ketinggian sekitar 1.806 meter, gunung ini menawarkan pendakian menantang dan pemandangan alam yang memukau. Di Gunung Manglayang, pengunjung dapat menikmati keindahan hutan, air terjun, dan pemandangan Kota Bandung. Gunung Manglayang juga menjadi habitat bagi berbagai flora dan fauna yang melimpah, menjadikannya tempat yang ideal untuk kegiatan pendakian dan petualangan alam.",ctgryla6bw54fikev61qdftdgpxbkctfry089,Bandung,"7,500.00",4.5,"Di antara Kota Bandung dan Kabupaten Sumedang, Jawa Barat, Indonesia.",https://upload.wikimedia.org/wikipedia/commons/0/00/Mont_Manglayang.jpg,https://www.google.com/maps/search/Gunung+Manglayang
tfygj1jrnzxds9419lva18ol56t7bg9v1104kotenny13xepj8wycmn,Happyfarm Ciwidey,"Objek wisata alam dan edukasi tengah banyak menjamur akhir-akhir ini. Selain De Ranch dan Farmhouse Lembang, ada juga Happy Farm Ciwidey di Bandung. Objek wisata ini masih terbilang baru, karena baru bulan Juni 2019 ini berdiri. Konsepnya hampir sama, wisata alam dan peternakan dengan unsur edukasi. Sangat cocok menjadi tujuan wisata keluarga, terutama untuk anak-anak. Dan semakin seru karena bermain di area outdoor dengan udara sejuk.",ctgryla6bw54fikev61qdftdgpxbkctfry089,Bandung,"15,000.00",4.3,"Cikembang, Panundaan, Kec. Ciwidey, Kabupaten Bandung, Jawa Barat 40973",https://i0.wp.com/www.itrip.id/wp-content/uploads/2022/12/Daya-Tarik-Dimiliki-Happy-Farm-Ciwidey.jpg?resize=708%2C425&ssl=1,https://www.google.com/maps/search/Happyfarm+Ciwidey
tfywz86u3ll4ai2g1iucu2ybzf3bfckw6cdj0wgi49msk63326v05mn,Kawah Putih,"Kawah Putih adalah sebuah tempat wisata di Jawa Barat yang terletak di Desa Alam Endah, Kecamatan Rancabali, Kabupaten Bandung Jawa Barat yang terletak di kaki Gunung Patuha. Kawah putih merupakan sebuah danau yang terbentuk dari letusan Gunung Patuha. Tanah yang bercampur belerang di sekitar kawah ini berwarna putih, lalu warna air yang berada di kawah ini berwarna putih kehijauan, yang unik dari kawah ini adalah airnya kadang berubah warna. Danau Kawah Putih sendiri berada pada ketinggian 2194 m tapi luas total Danau Kawah Putih 25 ha yang dipakai wisata 5 ha dan lokasi kawah sendiri 3 ha.",ctgryla6bw54fikev61qdftdgpxbkctfry089,Bandung,"81,000.00",4.5,"Desa Alam Endah, Kecamatan Rancabali, Kabupaten Bandung Jawa Barat yang terletak di kaki Gunung Patuha.",https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/rsfit1440960gsm/events/2021/02/04/b9a441ee-a409-4897-b202-d20ddf1e558f-1612405052139-64d56f2449877ca5d518b0924113893f.jpg,https://www.google.com/maps/search/Kawah+Putih
tfygzy924zg0lk7ze71ah55wwfludrdt6e640caqfmqow88novbyimn,Kawah Rengganis Cibuni,"Kawah Rengganis Cibuni adalah kawah aktif yang terletak di Garut, Jawa Barat, Indonesia. Kawah ini dikelilingi oleh perkebunan teh yang hijau. Pengunjung dapat menyaksikan fenomena geologi seperti uap belerang dan air panas yang mengalir di sekitar kawah. Kawah Rengganis Cibuni menawarkan pemandangan alam yang eksotis dan pengalaman mendebarkan bagi para pengunjung yang tertarik dengan keindahan alam dan geologi.",ctgryla6bw54fikev61qdftdgpxbkctfry089,Bandung,"5,000.00",4.4,"Patengan, Kec. Rancabali, Kabupaten Bandung, Jawa Barat 40973",https://asset.kompas.com/crops/cOuL0W7TfLYbUB8dT_HT44ahln0=/24x0:869x563/750x500/data/photo/2022/03/15/62307d3632949.jpg,https://www.google.com/maps/search/Kawah+Rengganis+Cibuni
tfytgkx3wiefdh727sa0begarbxmjbpicmthh8yhx5f2e57phfbommn,Kebun Binatang Bandung,"Kebun Binatang Bandung merupakan salah satu objek wisata alam flora dan fauna di Kota Bandung, Jawa Barat, Indonesia. Kebun Binatang Bandung terletak berdampingan dengan kampus Institut Teknologi Bandung dan Sungai Cikapundung.",ctgryla6bw54fikev61qdftdgpxbkctfry089,Bandung,"20,000.00",4.1,"Jl. Kebun Binatang No.6, Lb. Siliwangi, Kecamatan Coblong, Kota Bandung, Jawa Barat 40132",https://akcdn.detik.net.id/visual/2021/07/02/kebun-binatang-bandung_169.jpeg?w=650&q=90,https://www.google.com/maps/search/Kebun+Binatang+Bandung
tfy2hy2z79kyz6d9u4hv95xjqqpsidi3ccnprl3d8xlm0knx4jsjamn,Kebun Tanaman Obat Sari Alam,"Kebun Tanaman Obat Sari Alam lebih terkenal dengan sebutan wisata pengobatan herbal, karena disana terdapat banyak sekali tanaman yang dijadikan sebagai pengobatan alternative. Kebun Tanaman Obat Sari Alam lebih dikenal oleh orang Bandung dengan sebutan KTO Sari Alam. Lokasi: Jl. Raya Ciwidey bandung km 26 no 8 rt 1 rw 2 kampung Andir, Cukanggenteng, Kec. Pasirjambu, kab Bandung, Jawa Barat 40972",ctgryla6bw54fikev61qdftdgpxbkctfry089,Bandung,"0,00",4.8,"Jl. Raya Ciwidey bandung km 26 no 8 rt 1 rw 2 kampung Andir, Cukanggenteng, Kec. Pasirjambu, kab Bandung, Jawa Barat 40972",https://yasinyasintha.com/wp-content/webp-express/webp-images/uploads/2021/12/tanaman-obat.jpg.webp,https://www.google.com/maps/search/Kebun+Tanaman+Obat+Sari+Alam
tfys87reqgj1jrnzxds9419lva18ol56t7bg9v1104kotenny13xemn,Orchid Forest Cikole,"Orchid Forest Cikole Lembang sudah berdiri sejak Agustus tahun 2017. Tempat ini merupakan taman anggrek terluas di Indonesia. Berada di tengah kawasan hutan lindung dan terbentang seluas 12 hektar. Setidaknya terdapat 157 jenis bunga anggrek beraneka macam dikembangkan di sini. Orchid Forest Cikole Bandung memfokuskan diri untuk memperkenalkan dan membudidayakan berbagai tanaman anggrek. Menggunakan metode lokal maupun internasional. Spesies Anggreknya tidak hanya berasal dari Indonesia yang memang merupakan negara kedua terbanyak memiliki varian anggrek. Tanaman anggrek di Orchid Forest juga berasal dari negara lain, seperti Venezuela, Argentina, Filipina, Peru, dan Amerika serikat.",ctgryla6bw54fikev61qdftdgpxbkctfry089,Bandung,"50,000.00",4.6,"Genteng, Cikole, Kec. Lembang, Kabupaten Bandung Barat, Jawa Barat 40391",https://asset.kompas.com/crops/h6v_tQE0GwR_Pi2rNI4Tdmjw9eA=/0x0:998x665/750x500/data/photo/2022/05/07/62755adae324f.jpg,https://www.google.com/maps/search/Orchid+Forest+Cikole
tfypj8wycwz86u3ll4ai2g1iucu2ybzf3bfckw6cdj0wgi49msk63mn,Perkebunan Teh Malabar,"Salah satu perkebunan teh yang cukup terkenal di Jawa Barat adalah perkebunan teh Malabar yang dibangun pada masa penjajahan kolonial Belanda tahun 1896. Perkebunan ini masuk dalam wilayah kecamatan Pangalengan Kabupaten Bandung, kira-kira 45 km dari pusat Kota Bandung. Jika anda berkunjung ke daerah ini, maka mata akan akan dimanjakan dengan aktivitas penduduk setempat yang mayoritas penduduknya menjadi pemetik teh dan memelihara sapi perah. Jadi jangan heran apabila anda memasuki daerah ini, anda akan melihat penduduk yang sedang memetik di kebun teh dan memelihara sapi. Namun, untuk mencapai perkebunan Malabar yang ada di Pangalengan ini, anda harus menempuh perjalanan yang panjang dan berkelok-kelok membuat anda harus berhati-hati.",ctgryla6bw54fikev61qdftdgpxbkctfry089,Bandung,"10,000.00",5,"QHCJ+CVJ, Banjarsari, Kec. Pangalengan, Kabupaten Bandung, Jawa Barat 40378",https://akcdn.detik.net.id/community/media/visual/2023/02/03/perkebunan-teh-peninggalan-bosscha-di-pangalengan_169.jpeg?w=700&q=90,https://www.google.com/maps/search/Perkebunan+Teh+Malabar
tfy326v05gzy924zg0lk7ze71ah55wwfludrdt6e640caqfmqow88mn,Sanghyang Heuleut,"Danau yang satu ini memiliki air jernih bernuansa kehijauan yang beadu indah dengan tebing batu berukuran besar di sekelilingnya. Di sela-sela bebatuan, kamu bisa menemukan pepohonan dan rerumputan hijau yang menyegarkan mata. Bebatuannya yang tinggi itu bahkan kerap digunakan sebagai tempat para traveler untuk meloncat indah menuju danau purba tersebut. Danau Sanghyang Heuleut memiliki kedalaman sekitar tiga meter. Jadi, sebelum kamu masuk ke dalam danau, pastikan kamu bisa berenang agar tidak tenggelam, atau setidaknya telah memiliki perlengkapan seperti jaket pelampung.",ctgryla6bw54fikev61qdftdgpxbkctfry089,Bandung,"15,000.00",4.4,"Kp, Cipanas, Rajamandala Kulon, Kec. Cipatat, Kabupaten Bandung Barat, Jawa Barat 40554","https://blue.kumparan.com/image/upload/fl_progressive,fl_lossy,c_fill,q_auto:best,w_1024/v1570356048/nqzfyshhj5morqxhtfnc.jpg",https://www.google.com/maps/search/Sanghyang+Heuleut
tfynovbyitgkx3wiefdh727sa0begarbxmjbpicmthh8yhx5f2e57mn,Saung Angklung Mang Udjo,"Saung Angklung Mang Udjo adalah tempat wisata budaya yang terletak di Bandung, Jawa Barat, Indonesia. Tempat ini memperkenalkan seni dan budaya Sunda, terutama alat musik tradisional angklung. Pengunjung dapat menyaksikan pertunjukan angklung yang menarik, beartisipasi dalam belajar memainkan angklung, dan menikmati tarian dan musik tradisional. Saung Angklung Mang Udjo merupakan destinasi yang cocok untuk menikmati keindahan seni dan budaya tradisional Sunda dalam suasana yang ramah dan interaktif.",ctgry2l00j6i8btbjfsq5l2wt1dn2utfry089,Bandung,"75,000.00",4.7,"Jl. Padasuka No.118, Pasirlayung, Kec. Cibeunying Kidul, Kota Bandung, Jawa Barat 40192",https://www.doyanjalan.com/wp-content/uploads/2020/04/Saung-Udjo.jpg,https://www.google.com/maps/search/Saung+Angklung+Mang+Udjo
tfyphfbom2hy2z79kyz6d9u4hv95xjqqpsidi3ccnprl3d8xlm0knmn,Selasar Sunaryo Art Space,"Selasar Sunaryo Art Space (SSAS) adalah galeri seni yang terletak di Bandung, Indonesia. Tempat ini menampilkan karya seni kontemporer dalam lingkungan yang indah. SSAS menggabungkan seni dan alam dengan instalasi seni di alam terbuka. Pengunjung dapat menikmati pameran seni, pertunjukan musik, dan acara budaya di sini.",ctgry2l00j6i8btbjfsq5l2wt1dn2utfry089,Bandung,"25,000.00",4.6,"Jl. Bukit Pakar Timur No.100, Ciburial, Kec. Cimenyan, Kabupaten Bandung, Jawa Barat 40198","https://ik.imagekit.io/tvlk/xpe-asset/AyJ40ZAo1DOyPyKLZ9c3RGQHTP2oT4ZXW+QmPVVkFQiXFSv42UaHGzSmaSzQ8DO5QIbWPZuF+VkYVRk6gh-Vg4ECbfuQRQ4pHjWJ5Rmbtkk=/2000934263780/Sesurar-Sunaryo-Art-Space-Tickets-29c8ec26-3a41-41ee-b0a8-1cc4b72f2ab9.jpeg?_src=imagekit&tr=c-at_max,h-750,q-100,w-1000",https://www.google.com/maps/search/Selasar+Sunaryo+Art+Space
tfyx4jsjas87reqgj1jrnzxds9419lva18ol56t7bg9v1104kotenmn,Sendang Geulis Kahuripan,"Wilayah ini lebih tepatnya berada di H Cikalong Wetan, BKPH Padalarang Perum Perhutani BKPH Bandung Utara. Dilihat dari kawasannya, mengingatkan saya kepada salah satu objek wisata yang berada di jawa tengah. Lebih tepatnya berada di klaten, Umbul Ponggok namanya. Bagi Sobat Native yang sudah pernah ke Umbul Ponggok, objek wisata sendang ini hampir sama persis. Hanya saja, di kawasan ini digunakan secara serba guna. Maksud dari serba guna adalah. Sumber mata air yang keluar dari objek wisata ini digunakan juga oleh sebagian masyarakat sekitar sebagai tempat mencuci. Tunggu dulu, jangan merasa jijik dahulu. Sumber mata air yang menghasilkan sendang ini hampir setiap menit mengalir air-air bersih.",ctgry2l00j6i8btbjfsq5l2wt1dn2utfry089,Bandung,"10,000.00",4.3,"Ganjarsari, Kec. Cikalong Wetan, Kabupaten Bandung Barat, Jawa Barat 40556",https://bobobox.com/blog/wp-content//uploads/elementor/thumbs/10576083_537134156464255_1878765965_n-q5nt4c0qa558pnfs53bkdw4vzek0oqp7gf7j0fldr8.jpg,https://www.google.com/maps/search/Sendang+Geulis+Kahuripan
